ACCESSION	IRa_REPORTED	IRa_REPORTED_START	IRa_REPORTED_END	IRa_REPORTED_LENGTH	IRb_REPORTED	IRb_REPORTED_START	IRb_REPORTED_END	IRb_REPORTED_LENGTH
MK380720	yes	128207	154470	26264	yes	84163	110426	26264
MH708562	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY709672	yes	132636	158725	26090	yes	87995	114084	26090
MH348156	yes	86959	114010	27052	yes	132225	159276	27052
KY769126	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KR029093	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK036046	yes	131214	157481	26268	yes	86479	112746	26268
KP221927	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF359914	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK239267	yes	131469	157928	26460	yes	85905	112364	26460
KY430693	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH988738	yes	117772	139568	21797	yes	83164	104961	21798
MF990563	yes	133402	159973	26572	yes	88089	114660	26572
AJ627251	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG262352	yes	129504	157080	27577	yes	85361	112937	27577
AY916449	yes	123233	148964	25732	yes	85958	111689	25732
KX832307	yes	128861	155907	27047	yes	84244	111290	27047
KT272174	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH021475	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK380721	yes	128675	154938	26264	yes	84631	110894	26264
MF061181	yes	127197	164051	36855	yes	82458	119312	36855
MH708563	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH396436	yes	87042	114116	27075	yes	132393	159467	27075
KY120884	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF417768	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KP221928	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF441758	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF359915	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY806280	yes	126715	151705	24991	yes	83280	108270	24991
MH382827	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH988739	yes	117809	139605	21797	yes	83195	104991	21797
MF990564	yes	133482	160055	26574	yes	88119	114692	26574
MG262353	yes	129667	157243	27577	yes	85524	113100	27577
KX832308	yes	128862	155908	27047	yes	84244	111290	27047
MH021476	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK380722	yes	84177	110434	26258	yes	128215	154472	26258
KX109945	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH708564	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180050	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF495705	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF061182	yes	127251	164299	37049	yes	82313	119361	37049
KY120885	yes	128496	159565	31070	yes	79324	110393	31070
KX527622	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF359916	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY806281	yes	133557	159181	25625	yes	88241	113865	25625
MH988740	yes	117824	139621	21798	yes	83216	105012	21797
MG262354	yes	127667	155096	27430	yes	83673	111102	27430
MF990565	yes	133479	160059	26581	yes	88095	114675	26581
KX832309	yes	128860	155905	27046	yes	84229	111274	27046
MH021477	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK380723	yes	84129	110392	26264	yes	128144	154407	26264
MH708565	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180051	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY120886	yes	128487	159524	31038	yes	79350	110387	31038
MF061183	yes	126964	163847	36884	yes	82105	118988	36884
KF359917	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF683841	yes	127621	152931	25311	yes	84183	109493	25311
MG262355	yes	130427	158551	28125	yes	85762	113886	28125
MG814006	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF990566	yes	133469	160051	26583	yes	88140	114722	26583
FJ970915	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX832310	yes	128795	155840	27046	yes	84209	111254	27046
MF496038	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK380724	yes	84178	110441	26264	yes	128222	154485	26264
MH708566	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180052	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG267385	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY120887	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF359918	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
HG803178	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG262356	yes	128980	156637	27658	yes	84836	112493	27658
MF061184	yes	126968	163874	36907	yes	82084	118990	36907
MF990567	yes	133506	160077	26572	yes	88096	114667	26572
KX832311	yes	128811	155863	27053	yes	84444	111496	27053
MH021479	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH708567	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180053	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC332844	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC331062	yes	126921	153122	26202	yes	84790	110991	26202
KX109946	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG262357	yes	129043	156742	27700	yes	84844	112543	27700
KF359919	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
HG803180	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF061185	yes	126930	163808	36879	yes	82069	118947	36879
MF990568	yes	133511	160106	26596	yes	88138	114733	26596
KX832312	yes	128642	155671	27030	yes	84042	111071	27030
MH021480	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH708568	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180054	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC348521	yes	125932	152246	26315	yes	85107	111421	26315
MH036258	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK814774	yes	128153	155557	27405	yes	84531	111935	27405
MG262358	yes	128858	156409	27552	yes	84803	112354	27552
KX638480	yes	130530	146843	16314	yes	95629	111942	16314
KY610123	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF359920	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT261428	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX832313	yes	129250	156895	27646	yes	83656	111301	27646
MF061186	yes	127410	164396	36987	yes	82461	119447	36987
MH708569	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH021481	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180055	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC348522	yes	125857	152165	26309	yes	85026	111334	26309
KX266829	yes	134780	161215	26436	yes	88975	115410	26436
MG262359	yes	129363	157095	27733	yes	85011	112743	27733
MK279914	yes	128396	155498	27103	yes	83814	110916	27103
KY610124	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF359921	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH298220	yes	134074	158623	24550	yes	88880	113429	24550
KX832314	yes	128932	156051	27120	yes	83947	111066	27120
LC348523	yes	125733	152029	26297	yes	84920	111216	26297
MH708570	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH021482	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180056	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK348601	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX266830	yes	134733	161211	26479	yes	88898	115376	26479
MF061187	yes	127966	165416	37451	yes	82565	120015	37451
MG797642	yes	86632	112721	26090	yes	131008	157097	26090
KX028884	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG262360	yes	128788	156445	27658	yes	84692	112349	27658
MK279915	yes	132468	158755	26288	yes	87624	113911	26288
MG571273	yes	126952	152601	25650	yes	84264	109915	25652
KF359922	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC348524	yes	125743	152042	26300	yes	84921	111220	26300
KP256024	yes	132437	158585	26149	yes	87670	113818	26149
MH708571	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX832315	yes	128891	156010	27120	yes	83906	111025	27120
KX180057	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH021483	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK348603	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC199394	yes	129675	156126	26452	yes	83036	109487	26452
MF061188	yes	128026	165496	37471	yes	82601	120071	37471
KY926621	yes	133824	160333	26510	yes	88583	115092	26510
MG262361	yes	128243	155697	27455	yes	84468	111922	27455
MH330687	yes	87382	114348	26967	yes	132316	159282	26967
KX094399	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF687919	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC348525	yes	125859	152167	26309	yes	85041	111349	26309
KF176554	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC376795	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH708572	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX832316	yes	128851	156341	27491	yes	83554	111044	27491
JF274081	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180058	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH021484	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH752980	yes	131194	158219	27026	yes	85982	113007	27026
MK044696	yes	86269	112122	25854	yes	30	130306	130277
KT223565	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC199503	yes	134078	161068	26991	yes	89061	116019	26959
MK348604	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KP294386	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG262362	yes	128868	156154	27287	yes	85279	112565	27287
MH330688	yes	87322	114321	27000	yes	132320	159319	27000
MF061189	yes	129050	166287	37238	yes	83851	121088	37238
LC348526	yes	125917	152224	26308	yes	85095	111402	26308
KX792500	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX085421	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF784433	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC377169	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK144665	yes	127267	153689	26423	yes	82684	109218	26535
KX832317	yes	128897	156387	27491	yes	83593	111083	27491
KX180059	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG011706	yes	133230	159632	26403	yes	88004	114405	26402
MH021485	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH752981	yes	131192	158217	27026	yes	85982	113007	27026
MG229069	yes	135760	161302	25543	yes	90179	115721	25543
MH036259	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG262363	yes	127669	155126	27458	yes	83976	111433	27458
MK348605	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK045962	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC348527	yes	125856	152163	26308	yes	85034	111341	26308
KF241980	yes	117673	140437	22765	yes	82368	105132	22765
KX085498	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF061190	yes	127165	164120	36956	yes	82253	119208	36956
LC377262	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK144666	yes	130328	156329	26002	yes	85569	111570	26002
KX180060	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX832318	yes	129209	156930	27722	yes	83616	111337	27722
MH021486	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK163623	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH752982	yes	131194	158219	27026	yes	85984	113009	27026
MG262364	yes	127520	154977	27458	yes	83858	111315	27458
LC348528	yes	125716	152023	26308	yes	84932	111239	26308
MK348606	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF241981	yes	117682	140447	22766	yes	82376	105141	22766
KY055833	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ944326	yes	123164	148918	25755	yes	85886	111640	25755
KX377961	yes	84945	111229	26285	yes	125734	152018	26285
MG925365	yes	127674	153629	25956	yes	86046	112001	25956
MF061191	yes	127211	164178	36968	yes	82287	119254	36968
MF370556	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
NC_002694	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK182725	yes	126715	151823	25109	yes	83669	108777	25109
KX180061	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX832319	yes	129553	157196	27644	yes	84231	111874	27644
MH021487	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH752983	yes	131190	158215	27026	yes	85982	113007	27026
LC348529	yes	125919	152226	26308	yes	85097	111404	26308
MK163624	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG262365	yes	127590	155038	27449	yes	83926	111374	27449
KU204898	yes	132211	158339	26129	yes	87058	113186	26129
MK348609	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF240615	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT336489	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG925366	yes	128949	155320	26372	yes	87099	113470	26372
MK182726	yes	126587	151689	25103	yes	83422	108524	25103
KX180062	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC348530	yes	125759	152066	26308	yes	84937	111244	26308
MF061192	yes	127895	165003	37109	yes	82809	119917	37109
KU556690	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX832320	yes	129549	157193	27645	yes	84232	111876	27645
MH021488	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG262366	yes	128099	155553	27455	yes	84341	111795	27455
MH752984	yes	131196	158221	27026	yes	85984	113009	27026
KP168671	yes	123729	148223	24495	yes	85854	110467	24614
KX548217	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH032560	yes	130206	155656	25451	yes	86555	112005	25451
MK163625	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK348610	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG564755	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF240616	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG925367	yes	133638	160427	26790	yes	88335	115124	26790
LC348531	yes	125920	152219	26300	yes	85105	111404	26300
KX180063	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF730315	yes	116294	137561	21268	yes	82328	103574	21247
MK253668	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX832321	yes	129274	156922	27649	yes	83941	111589	27649
MG262367	yes	127593	155051	27459	yes	83915	111373	27459
MH021489	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH042531	yes	130945	157025	26081	yes	86587	112667	26081
MF061193	yes	127486	164477	36992	yes	82606	119597	36992
KU204900	yes	135798	161834	26037	yes	90450	116486	26037
MG599082	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK163626	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH036260	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK348611	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF240617	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH018574	yes	131381	169447	38067	yes	85254	123320	38067
MG670111	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY705084	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC348532	yes	125933	152253	26321	yes	85095	111415	26321
KX180064	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JX205495	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG262368	yes	127685	155144	27460	yes	84012	111471	27460
KX832322	yes	128883	155913	27031	yes	84209	111239	27031
DQ864733	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH173253	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH021490	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH244906	yes	125650	151998	26349	yes	81756	108104	26349
MH042532	yes	126252	151215	24964	yes	82921	107884	24964
MK055334	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH899017	yes	126873	151880	25008	yes	83243	108250	25008
MF061194	yes	127393	164305	36913	yes	82524	119436	36913
KU204901	yes	134214	160357	26144	yes	89480	115623	26144
MK936427	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX548219	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG599083	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG012225	yes	130308	157067	26760	yes	85419	112178	26760
MK116518	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH033829	yes	133444	159116	25673	yes	88632	114304	25673
KJ624919	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK348612	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC348721	yes	125937	152256	26320	yes	85100	111419	26320
KM088013	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH719101	yes	130628	158306	27679	yes	85060	112738	27679
MH376309	yes	130431	156419	25989	yes	86107	112095	25989
KX180065	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG262369	yes	127627	155085	27459	yes	83948	111406	27459
KR259987	yes	87733	114730	26998	yes	133124	160121	26998
MF095790	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF862711	yes	88094	114497	26404	yes	133311	159714	26404
KX832323	yes	128891	155832	26942	yes	84261	111202	26942
MH244907	yes	81822	108166	26345	yes	1	151958	26345
MH021491	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH173254	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JN662489	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JX270811	yes	130999	156781	25783	yes	87367	113149	25783
KF482381	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC375535	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH751519	yes	88163	115531	27369	yes	133432	160800	27369
KF887960	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU204902	yes	135486	162080	26595	yes	89999	116593	26595
MN185459	yes	123833	149397	25565	yes	81599	107163	25565
LC348722	yes	125887	152195	26309	yes	85077	111385	26309
KX548220	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF061195	yes	127477	164389	36913	yes	82607	119519	36913
MH033830	yes	133280	158962	25683	yes	88460	114142	25683
MN078135	yes	128409	155986	27578	yes	84181	111758	27578
MK348618	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH286942	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180066	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM088014	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KR259988	yes	89218	115688	26471	yes	135259	161729	26471
KX832324	yes	128843	155784	26942	yes	84224	111165	26942
MH244908	yes	81840	108189	26350	yes	1	151983	26350
MH021492	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH173257	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JN654342	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC348723	yes	125867	152175	26309	yes	85057	111365	26309
LC375536	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU204903	yes	133380	157719	24340	yes	88694	113033	24340
KF954541	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH033831	yes	132658	158347	25690	yes	88238	113927	25690
MN078136	yes	129664	156961	27298	yes	85819	113116	27298
KX548221	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG966529	yes	19455	45319	25865	yes	134791	160523	25733
MF061196	yes	127646	165063	37418	yes	82260	119677	37418
MN199023	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH544144	yes	133590	160177	26588	yes	88239	114826	26588
KX180067	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KR259989	yes	89702	115446	25745	yes	135278	161022	25745
KX832325	yes	129664	157335	27672	yes	84311	111982	27672
MH244909	yes	124969	151058	26090	yes	81340	107429	26090
LC348724	yes	125875	152183	26309	yes	85063	111371	26309
MH021493	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK059753	yes	135470	161296	25827	yes	90585	116411	25827
MH173258	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JQ755301	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU204904	yes	132874	160623	27750	yes	86304	114053	27750
KM088015	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG463107	yes	115310	136815	21506	yes	80978	102453	21476
MH033832	yes	132735	152809	20075	yes	93730	113804	20075
KU559924	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN078137	yes	127730	155182	27453	yes	83594	111046	27453
KT881170	yes	136877	165359	28483	yes	89367	117849	28483
KT881169	yes	136924	165403	28480	yes	89440	117919	28480
KX548222	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC375773	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF061197	yes	126896	163845	36950	yes	82195	119144	36950
MN199024	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG814008	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180068	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
EF489041	yes	129382	157033	27652	yes	85130	112781	27652
MH036261	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH244910	yes	125356	151707	26352	yes	81452	107803	26352
KX832326	yes	129620	157291	27672	yes	84267	111938	27672
MH021494	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK089571	yes	135373	161194	25822	yes	90505	116326	25822
MH173259	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK922354	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU204905	yes	126941	152931	25991	yes	83030	109020	25991
KU569488	yes	130473	156110	25638	yes	87047	112684	25638
MN078138	yes	127910	155535	27626	yes	83707	111332	27626
KT881171	yes	137012	165387	28376	yes	89752	118127	28376
LC212965	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM088016	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX548223	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KR232566	yes	126893	152462	25570	yes	83355	108924	25570
LC348726	yes	125845	152123	26279	yes	85064	111342	26279
MN199025	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180069	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF061198	yes	127822	165413	37592	yes	82612	120203	37592
MH244911	yes	81513	107863	26351	yes	1	151645	26351
KX832327	yes	129272	156938	27667	yes	84192	111858	27667
KF957866	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH021495	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH173260	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG602256	yes	131649	158039	26391	yes	86174	112564	26391
KX499857	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU569489	yes	132049	158342	26294	yes	87664	113957	26294
JX513413	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM352501	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC213014	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN078139	yes	128976	156426	27451	yes	84801	112251	27451
KT881172	yes	137006	165381	28376	yes	89746	118121	28376
LC348847	yes	125681	151982	26302	yes	84930	111231	26302
KM981744	yes	129531	155293	25763	yes	86079	111841	25763
JQ396171	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX548224	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180070	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM088017	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH244912	yes	81923	108272	26350	yes	1	152064	26350
KX832328	yes	129365	157031	27667	yes	84247	111913	27667
MF061199	yes	127420	164214	36795	yes	82668	119462	36795
MH021496	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH173261	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG602257	yes	131467	157851	26385	yes	86053	112437	26385
KX499859	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU569490	yes	131515	157178	25664	yes	87740	113403	25664
LC500900	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC348848	yes	125691	151992	26302	yes	84934	111235	26302
JX513414	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK934524	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT881173	yes	137722	166545	28824	yes	89863	118686	28824
JQ396172	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF943221	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN078140	yes	127804	155339	27536	yes	83702	111237	27536
KX180071	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX548225	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG234280	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX832329	yes	129119	156820	27702	yes	83735	111436	27702
MH021497	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM088018	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH173262	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX499860	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC348849	yes	125698	151998	26301	yes	84942	111242	26301
MH577056	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC500901	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JX513415	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT881174	yes	137033	165408	28376	yes	89752	118127	28376
MK358446	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN078360	yes	114896	137131	22236	yes	80221	102456	22236
AY582139	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT983256	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX180072	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG461315	yes	131527	156237	24711	yes	86118	110858	24741
MH028738	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH244914	yes	125906	152160	26255	yes	82086	108340	26255
